idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location
835,3959cfe2-48c1-4192-b051-3778f52b85b6,USER_02114,10/17/2023 22:38,Gaming Credits,Battle Pass,PUBG Mobile,1055.15,13.62,85.98,525,Debit Card,Successful,MERCH_0881,Android,Suburban
836,2ee6c8d8-9e9e-47b6-95e8-932af851ca43,USER_06975,10/17/2023 23:51,Education Fee,Python Programming Course,Udemy,5982.44,18.83,18.71,266,Credit Card,Successful,MERCH_0738,Android,Urban
837,89df83e5-98d3-4c0f-b273-59b0d057fc34,USER_02046,10/18/2023 0:31,Gas Bill,Domestic LPG Cylinder,Adani Gas,7475.55,5.3,65.77,211,Credit Card,Successful,MERCH_0472,Android,Urban
838,cdfbd280-df3c-4003-bf4c-c258705becff,USER_08079,10/18/2023 3:42,Bus Ticket,Non-AC Seater,MakeMyTrip Bus,7027.92,36.07,21.05,729,Credit Card,Successful,MERCH_0130,iOS,Urban
839,1d870c66-f544-4a8f-8533-ec11510773b1,USER_02433,10/18/2023 4:48,Rent Payment,Co-working Space,Airbnb,5133.69,25.22,11.15,482,Bank Transfer,Successful,MERCH_0475,iOS,Urban
840,2ae5a3bb-d9d0-4f64-9922-04b8344108a5,USER_09232,10/18/2023 6:01,Internet Bill,Business Internet Plan,Airtel Broadband,1888.37,37.67,78.91,210,Unified Payments Interface,Successful,MERCH_0899,iOS,Suburban
841,20ca6543-cc63-4d1d-bab5-5cbcdf2f7bc4,USER_09051,10/18/2023 6:13,Grocery Shopping,Mixed Fruit Jam,BigBasket,3314.08,21.82,28.38,885,Debit Card,Successful,MERCH_0464,Android,Urban
842,c64c9431-0700-4c10-922c-8d412684acd2,USER_03416,10/18/2023 6:42,Electricity Bill,Temporary Connection Bill,CESC,8407.6,37.91,80.72,815,Credit Card,Successful,MERCH_0981,iOS,Urban
843,c6dbd684-88f7-4ecc-bd22-c674dbfb13d9,USER_09932,10/18/2023 6:57,Rent Payment,PG Accommodation,Housing.com,1958.44,16.5,10.92,384,Bank Transfer,Successful,MERCH_0906,iOS,Suburban
844,6d684943-0472-4f24-af22-afd72dbe8f0e,USER_09548,10/18/2023 11:46,Taxi Fare,City Ride,Uber,151.76,14.17,95.66,725,Credit Card,Successful,MERCH_0438,iOS,Suburban
845,10b08a73-c807-4140-8d70-e64e046f933e,USER_02483,10/18/2023 12:19,Taxi Fare,Airport Transfer,Uber,591.4,19.04,72.49,493,Bank Transfer,Successful,MERCH_0335,Android,Urban
846,b2c258bb-ba9c-42d1-9419-76847927d525,USER_07976,10/18/2023 13:12,Gift Card,Rs. 2000 Gift Voucher,Amazon Pay,5790.2,49.87,74.52,586,Wallet Balance,Successful,MERCH_0032,Android,Urban
847,bc531e39-cb1c-421f-a103-be39f7f80c6d,USER_06992,10/18/2023 13:30,Internet Bill,Business Internet Plan,Jio Fiber,3792.96,20.52,11.04,235,Debit Card,Successful,MERCH_0273,iOS,Urban
848,06ce6a70-0dd9-45b6-8a3a-7029420cb38e,USER_04859,10/18/2023 19:18,Gas Bill,Domestic LPG Cylinder,Gujarat Gas,1746.27,16.21,26.99,752,Wallet Balance,Successful,MERCH_0668,iOS,Urban
849,1b8a151b-c23a-4212-9dfd-a2bdfbd8195f,USER_06668,10/18/2023 23:26,Flight Booking,Villa,MakeMyTrip,4685.1,25.27,63.6,667,Unified Payments Interface,Successful,MERCH_0656,Android,Urban
850,475ae117-6657-48b5-87e6-9fa2814efdef,USER_05390,10/19/2023 0:35,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,269,13.07,82.44,254,Bank Transfer,Successful,MERCH_0708,Android,Urban
851,9a4eda85-bcda-40bb-a9b4-bcb778ceef42,USER_07154,10/19/2023 1:41,Mobile Recharge,Data Pack 50GB,Vodafone,9349.27,15.15,7.96,683,Wallet Balance,Successful,MERCH_0045,Android,Urban
852,30c5a168-316d-4d65-a364-b8634c2536d4,USER_02263,10/19/2023 12:24,Loan Repayment,Education Loan EMI,Bajaj Finserv,7496.34,40.22,46.2,506,Wallet Balance,Successful,MERCH_0758,Android,Urban
853,4dc2ac6e-07d9-41dd-b5fa-bef7aa421344,USER_00950,10/19/2023 14:06,Streaming Service,Standard Plan,Netflix,1626.34,24.14,65.11,19,Wallet Balance,Successful,MERCH_0225,iOS,Urban
854,bbffee66-4f39-4d0d-b257-dc86b2b3aacb,USER_06604,10/19/2023 15:11,Water Bill,Commercial Property,Hyderabad Water Board,9455.89,46.56,33.36,557,Unified Payments Interface,Successful,MERCH_0440,Android,Urban
855,3d14c507-4e8b-4232-b2cd-2c76b77b4534,USER_03656,10/19/2023 17:33,Taxi Fare,City Ride,Uber,5373.71,31.89,55.04,951,Wallet Balance,Successful,MERCH_0518,Android,Urban
856,414a2ade-5b70-4fa7-af78-f8f36302026f,USER_06648,10/19/2023 18:10,Rent Payment,2BHK Flat Deposit,Airbnb,6479.07,20.25,69.59,698,Wallet Balance,Successful,MERCH_0086,Web,Urban
857,06f2e884-eb64-40bb-910d-9e5e5245a99e,USER_08707,10/19/2023 18:15,Internet Bill,Fiber 100Mbps Plan,BSNL Broadband,6841.76,20.24,96.33,903,Debit Card,Successful,MERCH_0275,Android,Suburban
858,9bc8b2dd-b152-4d46-bc6d-d6a7c25bfd02,USER_09071,10/19/2023 20:31,Gaming Credits,500 Gems Pack,Free Fire,57.54,22.52,0.58,334,Bank Transfer,Successful,MERCH_0258,Android,Suburban
859,e889545c-573c-4826-a359-af6976f5020f,USER_06654,10/19/2023 21:21,Online Shopping,Rs. 2000 Gift Voucher,Flipkart,3119.49,33.48,3.35,328,Credit Card,Successful,MERCH_0557,Android,Urban
860,0268c0fe-ca11-493d-8efc-d43eb17ef519,USER_07308,10/20/2023 0:59,Loan Repayment,Personal Loan Payment,ICICI Bank,1861.53,47.43,6.4,131,Credit Card,Successful,MERCH_0199,Android,Urban
861,fab49177-e67b-4008-a2bb-faea35a646ea,USER_08633,10/20/2023 2:29,Bus Ticket,Volvo Multi-Axle,MakeMyTrip Bus,1536.34,29.36,82.88,3,Unified Payments Interface,Successful,MERCH_0733,iOS,Rural
862,615ba245-a08b-446e-8335-491b677c14c0,USER_03743,10/20/2023 5:06,Streaming Service,Family Subscription,SonyLIV,1922.54,24.4,95.01,712,Debit Card,Successful,MERCH_0718,iOS,Urban
863,636a14df-c044-47de-af38-ec9ada44c265,USER_03166,10/20/2023 7:16,Online Shopping,Smart LED TV,Snapdeal,6701.62,4.9,60.57,320,Wallet Balance,Successful,MERCH_0958,Android,Suburban
864,77ebd42c-3b8e-4406-ad65-090ecd8aedf5,USER_07003,10/20/2023 7:35,Streaming Service,Premium Plan,SonyLIV,413.59,22.5,5.14,264,Unified Payments Interface,Successful,MERCH_0674,Android,Rural
865,91afdb1a-f84f-4408-b21f-41553f4453da,USER_06835,10/20/2023 8:24,Gift Card,Rs. 250 Coffee Shop Card,Lifestyle,1037.83,41.76,69.19,33,Wallet Balance,Successful,MERCH_0406,Android,Urban
866,154303a7-8d1a-4692-a429-b09bb6b52dd6,USER_00621,10/20/2023 9:52,Water Bill,Commercial Property,Bangalore Water Supply,5403.44,26.41,43.88,141,Debit Card,Successful,MERCH_0959,Android,Urban
867,a620597d-7d1f-439f-84f1-d9ffc80095d6,USER_03169,10/20/2023 21:52,Food Delivery,Vegetable Biryani,Swiggy,779.45,9.86,78.86,975,Debit Card,Successful,MERCH_0118,Android,Suburban
868,65c38db0-399d-48c5-90a2-95ba3f1881b5,USER_00863,10/20/2023 21:55,Water Bill,Commercial Property,Bangalore Water Supply,9116.96,10.92,11.29,59,Bank Transfer,Successful,MERCH_0093,iOS,Suburban
869,82cc5bbc-cb01-442a-a388-89ce22ae41a7,USER_07417,10/21/2023 9:09,Flight Booking,Ahmedabad to Jaipur,MakeMyTrip,6682.14,32.13,65.2,479,Unified Payments Interface,Successful,MERCH_0808,Web,Suburban
870,7164a623-7d3d-4dd8-9aef-69818f863354,USER_05657,10/21/2023 10:31,Education Fee,IELTS Training,Vedantu,437.98,46.42,92.7,577,Debit Card,Successful,MERCH_0848,Android,Suburban
871,ca5b4bdd-4344-4d82-bb79-cc79646cc22b,USER_04173,10/21/2023 12:48,Streaming Service,Student Offer,Hotstar,207.79,48.8,51.76,861,Credit Card,Successful,MERCH_0674,iOS,Urban
872,c7480c4e-c8b9-481d-8c3d-e4267c5c0533,USER_01209,10/21/2023 12:55,Online Shopping,Steel Toe Shoes,Flipkart,300.29,2.63,82.36,71,Wallet Balance,Successful,MERCH_0181,iOS,Urban
873,61dc2302-6f64-4be0-86bc-c0cb7306a511,USER_09496,10/21/2023 13:02,Rent Payment,Co-working Space,OYO Life,2896.54,0.92,74.64,96,Unified Payments Interface,Successful,MERCH_0844,Android,Suburban
874,7e4e4ff8-ccfb-40f2-aff3-5b2d6f2cd4f8,USER_07014,10/21/2023 14:20,Flight Booking,Bangalore to Kolkata,MakeMyTrip,7197.68,13.61,82.75,463,Credit Card,Successful,MERCH_0507,Android,Rural
875,5c6c42df-5966-42d1-967f-66778119347c,USER_01694,10/21/2023 14:51,Water Bill,Commercial Property,Delhi Jal Board,8597,36.35,38.76,909,Unified Payments Interface,Successful,MERCH_0434,Web,Urban
876,4156b0c0-8240-447c-9fe7-d1474f65c2e7,USER_00499,10/21/2023 14:54,Electricity Bill,Commercial Bill,MSEDCL,8926,34.13,51.25,820,Bank Transfer,Successful,MERCH_0335,Android,Urban
877,4dd59f12-886a-422b-a194-7c6f80f38186,USER_07585,10/21/2023 17:48,Education Feet,IELTS Training,Unacademy,6847.18,22.87,47.72,437,Bank Transfer,Successful,MERCH_0968,iOS,Urban
878,5c13757a-d832-4ab9-8ce5-1891d0dd2c3c,USER_05657,10/21/2023 19:21,Mobile Recharge,Postpaid Plan 599,Jio,4677.06,23.8,33.23,885,Debit Card,Successful,MERCH_0805,Android,Urban
879,3500b2c1-a530-41e1-a98d-e97be94c4b3b,USER_01639,10/21/2023 22:23,Water Bill,Borewell Charges,Chennai Metro Water,2028.8,32.11,49.7,606,Wallet Balance,Successful,MERCH_0058,iOS,Urban
880,1fad6088-be40-41d7-a691-717334c973d7,USER_04863,10/21/2023 22:44,Education Fee,Python Programming Course,Vedantu,4729.15,26.48,26.7,863,Wallet Balance,Successful,MERCH_0935,Android,Urban
881,5b0c035a-b3b2-47d0-ab37-4be8fb40ca43,USER_01947,10/22/2023 3:42,Food Delivery,Vegetable Biryani,Foodpanda,2139.65,28.34,51.4,989,Credit Card,Successful,MERCH_0311,Android,Urban
882,1b7e286f-116c-4e4c-a9d8-8992a743b50e,USER_02447,10/22/2023 3:56,Gift Card,Rs. 2000 Gift Voucher,Amazon Pay,5359.69,30.54,4.11,473,Bank Transfer,Successful,MERCH_0701,Android,Urban
883,9a19e040-97c0-408f-a2cf-ceb8153ab7f4,USER_03396,10/22/2023 5:04,Food Delivery,Pizza Margherita,Zomato,5874.17,35.31,38.13,681,Debit Card,Successful,MERCH_0080,Android,Rural
884,32e02607-25e5-4b9a-936d-28959d4391d3,USER_06625,10/22/2023 6:05,Bus Ticket,Sleeper Class,MakeMyTrip Bus,9366.33,22.25,82.22,591,Debit Card,Successful,MERCH_0291,Android,Urban
885,1cdaf2e6-9465-49c8-9b00-45324d346cb9,USER_04676,10/22/2023 6:12,Loan Repayment,Car Loan Installment,ICICI Bank,3782.64,46.5,17.5,731,Wallet Balance,Successful,MERCH_0198,Android,Rural
886,08806e18-bdf8-4221-b9ba-c6ee6a38d2d5,USER_09176,10/22/2023 8:01,Hotel Booking,Dormitory Bed,Fab Hotels,6312.12,31.99,94.11,204,Unified Payments Interface,Successful,MERCH_0770,Android,Urban
887,c1446e99-d0bf-4a22-8e62-6ba7006f93d1,USER_06819,10/22/2023 8:19,Taxi Fare,Rental Package,Ola,6515.78,9.07,62.32,27,Bank Transfer,Successful,MERCH_0620,Android,Urban
888,37b46e15-2407-4580-8132-817718344fd9,USER_08775,10/22/2023 9:07,Bus Ticket,Sleeper Class,AbhiBus,9696.9,33.98,23.66,701,Credit Card,Successful,MERCH_0882,iOS,Suburban
889,bf66b7d0-5de9-4c7e-93c0-e41cd087e82d,USER_01163,10/22/2023 10:04,Internet Bill,Broadband 50Mbps Plan,Jio Fiber,9884.28,11.23,44.62,355,Wallet Balance,Successful,MERCH_0587,Android,Urban
890,e51814ed-9c55-48bc-9056-c4dfceca4ff1,USER_01152,10/22/2023 14:38,Gas Bill,Domestic LPG Cylinder,Gujarat Gas,5498.28,26.51,59.22,980,Wallet Balance,Successful,MERCH_0671,Android,Urban
891,15b9c962-984a-4dc2-9e9f-17b36a14dc7f,USER_02546,10/22/2023 14:58,Taxi Fare,City Ride,Meru,6572.54,8.41,41.17,44,Wallet Balance,Successful,MERCH_0753,Android,Suburban
892,f7e859d5-a87b-4fdf-be12-c2092b8b2c37,USER_06406,10/22/2023 15:51,Education Fee,Data Science Bootcamp,Udemy,552.14,30.97,47.44,682,Debit Card,Successful,MERCH_0424,Android,Rural
893,54472730-cedd-41ff-bfcc-763a31c1abe2,USER_00173,10/22/2023 19:29,Streaming Service,Basic Plan,ZEE5,2479.02,9.33,80.15,147,Debit Card,Successful,MERCH_0028,Android,Urban
894,8d65b389-547c-4cb5-b2be-a6caafa41dc3,USER_04805,10/22/2023 20:35,Online Shopping,Wireless Earbuds,Flipkart,4894.52,24.61,71.56,87,Bank Transfer,Successful,MERCH_0888,iOS,Urban
895,2ba0a704-a2f7-4554-a8cf-85ae93f4bf08,USER_09926,10/22/2023 21:19,Streaming Service,Student Offer,Netflix,4701.59,10.54,55.42,274,Wallet Balance,Successful,MERCH_0280,Android,Urban
896,2fb50971-1890-464e-9b6c-a4edaaac8b79,USER_05840,10/22/2023 21:27,Water Bill,Commercial Property,Bangalore Water Supply,3752.05,43.13,9.84,149,Credit Card,Successful,MERCH_0487,Android,Urban
897,a48b8833-739f-439b-a8ae-2b8d907d8608,USER_07929,10/23/2023 1:16,Flight Booking,Ahmedabad to Jaipur,Yatra,3756.66,46.03,97.92,959,Debit Card,Successful,MERCH_0376,Android,Urban
898,d30b81a7-b7fb-4015-8b5c-f97e16ff3a2c,USER_02186,10/23/2023 7:11,Gaming Credits,1000 Game Coins,PUBG Mobile,8240.53,30.68,60.12,17,Debit Card,Successful,MERCH_0132,Android,Suburban
899,a980ba04-74b4-45b4-bd89-bf21fab6b428,USER_09053,10/23/2023 7:15,Water Bill,Residential Connection,Hyderabad Water Board,2824.43,43.18,15.28,553,Unified Payments Interface,Successful,MERCH_0200,Web,Urban
900,93abaafc-8c89-4873-ab2f-555862de2802,USER_00639,10/23/2023 7:28,Mobile Recharge,Prepaid Plan 399,BSNL,6676.25,36.62,85.22,379,Wallet Balance,Successful,MERCH_0486,Android,Urban
901,32164284-6af3-4373-a393-eac1823a822b,USER_00380,10/23/2023 10:02,Food Delivery,Vegetable Biryani,Foodpanda,6505.29,27.86,61.45,438,Unified Payments Interface,Successful,MERCH_0712,Android,Suburban
902,45b0b77a-53e7-428e-abcb-7593676d4523,USER_08837,10/23/2023 12:55,Food Delivery,Masala Dosa,Zomato,9079.27,15.94,73.14,916,Debit Card,Successful,MERCH_0689,Android,Urban
903,76b91e78-af9d-4b5f-aba2-e7591346f37b,USER_02168,10/23/2023 16:19,Grocery Shopping,Dairy Milk Chocolate,Grofers,9338.28,45.21,77.82,45,Debit Card,Successful,MERCH_0648,iOS,Urban
904,0ce5799d-e82c-4f1e-9ee8-ad9bae08d259,USER_06418,10/23/2023 16:57,Flight Booking,Chennai to Hyderabad,Yatra,6849.54,1.41,86.43,724,Wallet Balance,Successful,MERCH_0260,iOS,Urban
905,0c3bc6e6-ee46-48cc-b63b-99a2a5bbdffa,USER_01738,10/23/2023 22:02,Hotel Booking,Suite,Treebo,159.14,17.35,38.91,465,Unified Payments Interface,Successful,MERCH_0305,Android,Urban
906,e7db496d-91a9-4c03-87f4-863f6698381c,USER_09884,10/23/2023 22:29,Grocery Shopping,Dairy Milk Chocolate,BigBasket,7968.87,17.18,30.26,90,Bank Transfer,Successful,MERCH_0147,Android,Urban
907,362fe036-6aed-4698-9879-7f64b2eb0e68,USER_05250,10/23/2023 22:55,Education Feet,Digital Marketing Certification,Unacademy,6252.12,28.62,16.21,578,Credit Card,Successful,MERCH_0073,Android,Suburban
908,13582c18-f2a9-4418-b693-cc18ed474511,USER_08456,10/23/2023 23:30,Gift Card,Rs. 5000 Luxury Card,Shoppers Stop,4468.9,23.05,83.44,480,Debit Card,Successful,MERCH_0631,iOS,Urban
909,9985815a-0ca2-4bad-99d0-075aa02fa5d2,USER_06678,10/23/2023 23:53,Education Fee,MBA Entrance Prep,BYJU'S,514.89,19.13,29.64,706,Bank Transfer,Successful,MERCH_0881,iOS,Urban
910,f70f4fb3-e294-4324-998e-d01535404a24,USER_07437,10/24/2023 5:00,Gaming Credits,Legendary Weapon,Free Fire,5697.78,9.12,3,341,Credit Card,Successful,MERCH_0229,iOS,Urban
911,69bce268-022c-45bb-8d83-47de45b8fcbd,USER_04371,10/24/2023 6:01,Electricity Bill,Temporary Connection Bill,Reliance Energy,8661,4.07,11.36,556,Unified Payments Interface,Successful,MERCH_0073,Android,Suburban
912,82d4dffb-a3b9-40d9-8008-8dd6cd4092ff,USER_00591,10/24/2023 7:20,Loan Repayment,Personal Loan Payment,HDFC Bank,5323.39,26.71,61.26,475,Debit Card,Successful,MERCH_0206,Android,Urban
913,6a107bc1-3707-4d1e-9226-02379e3613d7,USER_06714,10/24/2023 10:32,Water Bill,Residential Connection,Hyderabad Water Board,9233.3,45.36,4.22,719,Bank Transfer,Successful,MERCH_0654,Web,Urban
914,6be8bb25-b7a0-45a5-9050-05c053872d4c,USER_08886,10/24/2023 11:19,Rent Payment,Commercial Space Rent,Nestaway,6864.93,3.37,85.1,759,Debit Card,Successful,MERCH_0873,Android,Urban
915,109031c9-e6b5-4cd4-a826-835fc74e0bab,USER_09276,10/24/2023 15:05,Internet Bill,Student Special Plan,ACT Fibernet,3693.72,14.13,89.49,996,Unified Payments Interface,Failed,MERCH_0330,Android,Suburban
916,0eea6b50-f8da-4d54-a61a-6e2222d1a532,USER_08328,10/24/2023 15:35,Food Delivery,Masala Dosa,Swiggy,5440.28,25.53,39.22,110,Unified Payments Interface,Successful,MERCH_0829,Android,Urban
917,e22edc04-5b8f-43bc-b19a-2e5eef37a2ff,USER_03082,10/24/2023 16:18,Loan Repayment,Education Loan EMI,Bajaj Finserv,6463.26,24.39,24.09,391,Credit Card,Successful,MERCH_0384,Android,Suburban
918,a43beec9-734f-4d67-b653-4484e069d2b0,USER_09609,10/24/2023 16:47,Gaming Credits,Legendary Weapon,Roblox,1336.64,39.51,52.83,355,Bank Transfer,Successful,MERCH_0892,Android,Suburban
919,ff9b1bc2-400f-4c50-8ea1-306296aebeb2,USER_05915,10/24/2023 21:37,Electricity Bill,Residential Bill,Tata Power,7196.85,7.79,11.54,80,Bank Transfer,Successful,MERCH_0953,iOS,Urban
920,b13c3776-8ff3-444f-8227-0150ed0d568d,USER_05104,10/25/2023 1:44,Gas Bill,Commercial Gas Connection,Gujarat Gas,7328.23,30.38,52.75,142,Debit Card,Successful,MERCH_0412,Web,Urban
921,4b84e916-f4ef-41bd-9132-655f13b0e189,USER_06842,10/25/2023 2:27,Bus Ticket,Sleeper Class,MakeMyTrip Bus,9660.11,46.11,76.68,148,Unified Payments Interface,Successful,MERCH_0210,Android,Suburban
922,0763ca2e-24ee-4d5e-bebc-c8df977fda35,USER_01524,10/25/2023 4:44,Education Fee,IELTS Training,Vedantu,2528.45,28.92,7.8,782,Bank Transfer,Successful,MERCH_0059,iOS,Urban
923,f0c4ab70-70c5-4547-9513-c139dbc2050e,USER_03272,10/25/2023 6:29,Movie Ticket,Baahubali 2,SPI Cinemas,9931.78,24.22,52.31,791,Bank Transfer,Successful,MERCH_0293,Android,Urban
924,46b447a1-e4f2-49da-b0e0-9ca22a102a13,USER_05899,10/25/2023 8:13,Taxi Fare,Airport Transfer,Uber,6392.4,38.84,68.71,975,Debit Card,Successful,MERCH_0829,Android,Urban
925,9eb890b1-be8f-448d-9bf9-1624a784ae07,USER_02954,10/25/2023 8:48,Gaming Credits,Battle Pass,PUBG Mobile,7237.99,29.07,12.69,797,Debit Card,Successful,MERCH_0834,Android,Suburban
926,e9dd807d-5881-4722-8674-f5a388534085,USER_07260,10/25/2023 9:28,Rent Payment,1BHK Apartment Rent,NoBroker,4919.78,26.41,68.22,863,Debit Card,Successful,MERCH_0537,Android,Urban
927,aa2a9611-aec3-46bc-974f-47a809131f21,USER_01326,10/25/2023 10:03,Online Shopping,Smart LED TV,Nykaa,5065.74,23.64,81.73,14,Unified Payments Interface,Failed,MERCH_0132,iOS,Urban
928,9868b981-1392-4b09-946a-7f448e3068ed,USER_08047,10/25/2023 11:50,Education Fee,Digital Marketing Certification,BYJU'S,7510.8,25.93,11.21,826,Bank Transfer,Successful,MERCH_0343,Android,Urban
929,eb283543-36a8-47e6-a7df-5da8a4b78154,USER_04550,10/25/2023 16:08,Education Feet,Digital Marketing Certification,Unacademy,458.48,44.53,3.64,211,Unified Payments Interface,Successful,MERCH_0950,iOS,Urban
930,4b218398-b98c-4a68-a59b-a592db8439f5,USER_09813,10/25/2023 19:58,Education Fee,IELTS Training,Udemy,9946.68,39.9,3.19,549,Unified Payments Interface,Successful,MERCH_0084,Web,Urban
931,1503eef7-bf2e-4d3b-829d-bbf3efe4c749,USER_00847,10/25/2023 19:59,Rent Payment,Service Apartment,Airbnb,9838.46,13.29,68.87,465,Debit Card,Successful,MERCH_0322,Android,Urban
932,22dfd3dd-69c2-45e1-a7ff-75c9c6051927,USER_02160,10/26/2023 0:14,Streaming Service,Standard Plan,Amazon Prime,9173.81,18.05,67.89,540,Wallet Balance,Successful,MERCH_0624,iOS,Urban
933,d511215a-3a4a-4ca0-80c5-20e220553e98,USER_01124,10/26/2023 1:10,Insurance Premium,Health Insurance,LIC,4678.37,22.75,56.69,379,Debit Card,Successful,MERCH_0013,Android,Urban
934,e19df669-8e95-4089-acdc-cd65dbadaf5b,USER_01188,10/26/2023 3:48,Education Fee,MBA Entrance Prep,Udemy,973.86,45.93,48.62,777,Bank Transfer,Successful,MERCH_0858,Android,Urban
935,b70f8b02-0f91-4853-a07b-2554423a8325,USER_07633,10/26/2023 4:45,Online Shopping,Rs. 1000 Shopping Voucher,Flipkart,298.2,38.15,40.93,208,Unified Payments Interface,Pending,MERCH_0967,Android,Urban
936,82d17921-54bd-4d83-a773-6bb2287bb318,USER_06064,10/26/2023 6:37,Grocery Shopping,Dairy Milk Chocolate,Grofers,8432.83,9.97,1.15,223,Debit Card,Successful,MERCH_0708,Android,Urban
937,f8b4b3f1-6563-43bf-bf2b-e699846407eb,USER_07088,10/26/2023 7:15,Movie Ticket,Avengers: Endgame,SPI Cinemas,229.61,47.93,9.2,495,Bank Transfer,Successful,MERCH_0382,Android,Urban
938,e8c5dc50-aeff-4627-8efc-fabaab9fb6fd,USER_00976,10/26/2023 9:50,Flight Booking,Ahmedabad to Jaipur,Cleartrip,5318.84,10.03,16.86,720,Unified Payments Interface,Successful,MERCH_0617,Android,Urban
939,a795e386-51c3-47f4-b27d-f6f3a1e23509,USER_06616,10/26/2023 12:03,Taxi Fare,Outstation Trip,Ola,4082.4,27.99,82.45,197,Credit Card,Successful,MERCH_0060,Android,Urban
940,1eb07fbb-b511-4ac4-a32c-587f48cb8b34,USER_00910,10/26/2023 12:03,Water Bill,Residential Connection,Delhi Jal Board,4580.9,27.77,93.28,554,Unified Payments Interface,Successful,MERCH_0588,Android,Urban
941,f6bb75ba-db77-4e14-806d-ff7d5bbe0738,USER_10000,10/26/2023 12:29,Electricity Bill,Residential Bill,Tata Power,3574.1,37.04,69.73,383,Bank Transfer,Successful,MERCH_0723,iOS,Urban
942,8d813ec7-a269-44a3-a827-ac7b629ef4e4,USER_02920,10/26/2023 13:11,Gas Bill,Industrial Gas Supply,Bharat Gas,9007.27,15.79,27.98,556,Bank Transfer,Successful,MERCH_0410,Android,Urban
943,fec16f37-754b-43e9-8678-7918572d81d9,USER_04429,10/26/2023 14:23,Electricity Bill,Industrial Bill,CESC,7559.52,13.29,86.35,630,Debit Card,Successful,MERCH_0589,iOS,Urban
944,6ce183c8-d664-4e00-891e-091c19511676,USER_01358,10/26/2023 14:47,Internet Bill,Student Special Plan,Hathway,1567.81,24.3,96.69,258,Unified Payments Interface,Successful,MERCH_0067,Android,Urban
945,c6e2fafe-1164-4cb1-b166-e8d02890ab70,USER_05761,10/27/2023 0:42,Bus Ticket,AC Seater,RedBus,4164.97,23.83,57.14,721,Debit Card,Successful,MERCH_0884,iOS,Urban
946,37de55dd-a979-4bd1-beb4-564a23ecf580,USER_09824,10/27/2023 1:25,Gift Card,Rs. 250 Coffee Shop Card,Lifestyle,2397.79,30.54,43.81,213,Wallet Balance,Successful,MERCH_0226,Android,Urban
947,ec5d7422-c2ca-4b85-b276-214f6eb75256,USER_08900,10/27/2023 1:29,Education Fee,Data Science Bootcamp,Udemy,914.97,24.91,81.12,774,Debit Card,Successful,MERCH_0256,Android,Urban
948,378257a0-700c-42cd-a70e-2d6e5e265ede,USER_00948,10/27/2023 2:39,Mobile Recharge,Postpaid Plan 599,Jio,7089.81,40.47,32.08,634,Unified Payments Interface,Successful,MERCH_0423,iOS,Urban
949,3abc68b9-d525-496a-9898-db4a862bc3a6,USER_05578,10/27/2023 3:01,Food Delivery,Chilli Paneer,Foodpanda,2720.52,38.58,71.99,696,Bank Transfer,Failed,MERCH_0540,iOS,Suburban
950,df6cad16-486d-4662-a121-0b825992254a,USER_02417,10/27/2023 4:35,Water Bill,Industrial Use,Delhi Jal Board,2599.69,8.99,95.51,607,Bank Transfer,Successful,MERCH_0933,Android,Suburban
951,15b9aefa-a205-4688-9599-5d7f3e626950,USER_06627,10/27/2023 5:23,Loan Repayment,Business Loan Repayment,Bajaj Finserv,2099.73,30.56,32.16,87,Debit Card,Successful,MERCH_0113,Android,Urban
952,f16e4796-19ed-4cdd-a8ec-e7f7f808998e,USER_03616,10/27/2023 6:07,Insurance Premium,Home Insurance,Max Life,7765.34,11.61,63.43,954,Credit Card,Successful,MERCH_0575,iOS,Urban
953,80577ca5-ae77-44b7-bc18-be451d2b5b63,USER_04427,10/27/2023 11:33,Water Bill,Residential Connection,Mumbai Water,4941.11,23.57,42.69,622,Unified Payments Interface,Successful,MERCH_0063,iOS,Urban
